serie;set;appAfkorting;huidigeMapping;rang;candidateExpansionId;score;overlap;appUniekeNamen;cmUniekeNamen;cmProducten;cardmarketSetcode;cardmarketSetnaam;sampleOverlap;sampleAlleenApp;sampleAlleenCardmarket;advies
Scarlet & Violet;White Flare;WHT;;3;6198;0.0923;8;87;86;162;;;antique plume fossil, brave bangle, cheren, energy retrieval, harlequin, hilda, ignition energy, tool scrapper;accelgor, archen, archeops, basculin, blitzle, boldore, bouffalant ex, chandelure, cofagrigus, cottonee, deerling, deino, dewott, druddigon;accelgor acid spray, archen acrobatics, archeops ancient wing rock throw, basculin bite bared fangs, blitzle smash kick zap kick, boldore smack down power gem sv, chandelure incendiary pillar burn it all up, cofagrigus extended damagriiigus perplex, cottonee absorb sv, deerling rear kick sv, deino body slam darkness fang, dewott energized shell, druddigon shred ambush, ducklett firefighting wing attack;zwak/alternatief
Scarlet & Violet;White Flare;WHT;;4;6135;0.092;8;87;87;173;;;antique plume fossil, brave bangle, cheren, energy retrieval, harlequin, hilda, ignition energy, tool scrapper;accelgor, archen, archeops, basculin, blitzle, boldore, bouffalant ex, chandelure, cofagrigus, cottonee, deerling, deino, dewott, druddigon;accelgor acid spray, archen acrobatics, archeops ancient wing rock throw, basculin bite bared fangs, blitzle smash kick zap kick, boldore smack down power gem sv, bouffalant ex bouffer gold breaker, chandelure incendiary pillar burn it all up, cofagrigus extended damagriiigus perplex, cottonee absorb sv, deerling rear kick sv, deino body slam darkness fang, dewott energized shell, druddigon shred ambush;zwak/alternatief
Scarlet & Violet;White Flare;WHT;;5;6616;0.0472;4;87;81;109;;;brave bangle, hilda, ignition energy, tool scrapper;accelgor, antique plume fossil, archen, archeops, basculin, blitzle, boldore, bouffalant ex, chandelure, cheren, cofagrigus, cottonee, deerling, deino;acerola s mischief, basic darkness energy, basic fighting energy, basic fire energy, basic grass energy, basic lightning energy, basic metal energy, basic psychic energy, basic water energy, battle cage, blowtorch, boss s orders corbeau, brock s scouting, canari;zwak/alternatief
Scarlet & Violet;White Flare;WHT;;6;4181;0.0434;2;87;19;19;;;cheren, energy retrieval;accelgor, antique plume fossil, archen, archeops, basculin, blitzle, boldore, bouffalant ex, brave bangle, chandelure, cofagrigus, cottonee, deerling, deino;blastoise deluge hydro pump, double colorless energy, ducklett splatter, kangaskhan call for family comet punch, kyurem ex outrage giga frost, master ball, pokemon catcher, professor juniper, random receiver, rare candy, skyla, squirtle bubble water gun, suicune safeguard aurora beam, switch;zwak/alternatief
Scarlet & Violet;White Flare;WHT;;7;6596;0.0399;3;87;59;73;;;brave bangle, energy retrieval, tool scrapper;accelgor, antique plume fossil, archen, archeops, basculin, blitzle, boldore, bouffalant ex, chandelure, cheren, cofagrigus, cottonee, deerling, deino;ampharos synchro pulse flashing bolt, armarouge flame legion, az s tranquility, bastiodon ancient bulwark hammer in, beedrill ex rumbling bees, chespin beat spike sting, cinccino ex smooth coat energized slap, claydol devolution ray, cobalion ex metal road power tackle, crobat nighttime maneuvers poison sound wave, crushing hammer, dark bell, dhelmise vengeful anchor, emma;zwak/alternatief
Scarlet & Violet;White Flare;WHT;;8;6391;0.0297;3;87;110;128;;;brave bangle, hilda, tool scrapper;accelgor, antique plume fossil, archen, archeops, basculin, blitzle, boldore, bouffalant ex, chandelure, cheren, cofagrigus, cottonee, deerling, deino;abra teleportation attack, acerola s mischief, air balloon, alakazam psychic draw powerful hand, ampharos synchro pulse flashing bolt, barbaracle stone arms hammer in, basic darkness energy, basic fire energy, basic lightning energy, basic metal energy, basic psychic energy, basic water energy, bastiodon ancient bulwark hammer in, binacle double draw scratch;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;1;6222;0.0835;7;86;80;152;;;air balloon, antique cover fossil, energy coin, fennel, n s plan, pokegear 3 0, prism energy;alomomola, amoonguss, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle, cryogonal;alomomola gentle fin waterfall, amoonguss dangerous reaction seed bomb, audino return, axew gather strength, beartic continuous headbutt sheer cold, beheeyem calm mind psychic, bisharp cut up finishing blow, carracosta mighty shell big bite, chandelure incendiary pillar burn it all up, cinccino do the wave, cobalion righteous edge metal arms, conkeldurr craftsmanship swing around, crustle sturdy stone edge sv, cryogonal drag off icicle;MOGELIJK - handmatig controleren
Scarlet & Violet;Black Bolt;BLK;;2;6130;0.0814;7;86;86;174;;;air balloon, antique cover fossil, energy coin, fennel, n s plan, pokegear 3 0, prism energy;alomomola, amoonguss, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle, cryogonal;alomomola gentle fin waterfall, amoonguss dangerous reaction seed bomb, audino return, axew gather strength, beartic continuous headbutt sheer cold, beheeyem calm mind psychic, bisharp cut up finishing blow, carracosta mighty shell big bite, chandelure incendiary pillar burn it all up, cinccino do the wave, cobalion righteous edge metal arms, conkeldurr craftsmanship swing around, crustle sturdy stone edge sv, cryogonal drag off icicle;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;3;6134;0.0814;7;86;86;172;;;air balloon, antique cover fossil, energy coin, fennel, n s plan, pokegear 3 0, prism energy;alomomola, amoonguss, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle, cryogonal;alomomola gentle fin waterfall, amoonguss dangerous reaction seed bomb, audino return, axew gather strength, beartic continuous headbutt sheer cold, beheeyem calm mind psychic, bisharp cut up finishing blow, braviary aerial ace speed wing, carracosta mighty shell big bite, cinccino do the wave, cobalion righteous edge metal arms, conkeldurr craftsmanship swing around, crustle sturdy stone edge sv, cryogonal drag off icicle;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;4;6197;0.0808;7;86;87;161;;;air balloon, antique cover fossil, energy coin, fennel, n s plan, pokegear 3 0, prism energy;alomomola, amoonguss, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle, cryogonal;alomomola gentle fin waterfall, amoonguss dangerous reaction seed bomb, audino return, axew gather strength, beartic continuous headbutt sheer cold, beheeyem calm mind psychic, bisharp cut up finishing blow, braviary aerial ace speed wing, carracosta mighty shell big bite, cinccino do the wave, cobalion righteous edge metal arms, conkeldurr craftsmanship swing around, crustle sturdy stone edge sv, cryogonal drag off icicle;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;5;6407;0.0393;2;86;24;24;;;air balloon, pokegear 3 0;alomomola, amoonguss, antique cover fossil, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle;aurora energy, big charm, boss s orders giovanni, centiskorch v radiating heat burning train, copperajah v adamantine press wrack down, evolution incense, great ball, grimmsnarl v bite spiky knuckle, lapras v body surf ocean loop, marnie, ordinary rod, professor s research professor magnolia, quick ball, rare candy;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;6;6454;0.0365;3;86;76;103;;;air balloon, pokegear 3 0, professor s research;alomomola, amoonguss, antique cover fossil, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle;area zero underdepths, artazon, arven, basic darkness energy, basic fighting energy, basic fire energy, basic grass energy, basic lightning energy, basic metal energy, basic psychic energy, boss s orders ghetsis, bravery charm, brock s scouting, buddy buddy poffin;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;7;6239;0.0284;2;86;51;51;;;air balloon, prism energy;alomomola, amoonguss, antique cover fossil, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle;arven, basic darkness energy, basic fighting energy, basic fire energy, basic grass energy, basic lightning energy, basic metal energy, basic psychic energy, basic water energy, boss s orders ghetsis, bravery charm, buddy buddy poffin, bug catching set, counter catcher;zwak/alternatief
Scarlet & Violet;Black Bolt;BLK;;8;6230;0.0209;2;86;102;131;;;air balloon, pokegear 3 0;alomomola, amoonguss, antique cover fossil, audino, axew, beartic, beheeyem, bisharp, braviary, carracosta, cinccino, cobalion, conkeldurr, crustle;arven, basic darkness energy, basic fighting energy, basic fire energy, basic grass energy, basic lightning energy, basic metal energy, basic psychic energy, basic water energy, battle compressor team flare gear, binacle double draw scratch, boss s orders corbeau, brave bangle, brock s scouting;zwak/alternatief
Scarlet & Violet;Destined Rivals;DRI;;1;6096;0.1304;24;184;184;244;;;arven s sandwich, cynthia s power weight, emcee s hype, energy recycler, ethan s adventure, granite cave, jamming tower, judge, levincia, sacred ash, spikemuth gym, team rocket s archer, team rocket s ariana, team rocket s bother bot, team rocket s energy, team rocket s factory, team rocket s giovanni, team rocket s great ball;abomasnow, annihilape, applin, arboliva ex, arcanine, arrokuda, arven s greedent, arven s mabosstiff ex, arven s maschiff, arven s skwovet, arven s toedscool, arven s toedscruel, barraskewda, blaziken;abomasnow lunge out frozen wood, annihilape lose cool impact blow, applin mini drain, arboliva ex oil salvo aroma shot, arcanine flare punishing fang, arrokuda reckless charge, arven s greedent greedy order rolling tackle, arven s mabosstiff ex vigorous tackle boss headbutt, arven s maschiff stampede confront, arven s skwovet gnaw through, arven s toedscool slight intrusion, arven s toedscruel pull reckless charge, barraskewda sharp fin dive, blaziken heat blast inferno kick flurry;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Scarlet & Violet;Destined Rivals;DRI;;2;6092;0.0896;13;184;99;132;;;jamming tower, team rocket s archer, team rocket s ariana, team rocket s bother bot, team rocket s energy, team rocket s factory, team rocket s giovanni, team rocket s great ball, team rocket s petrel, team rocket s proton, team rocket s transceiver, team rocket s venture bomb, team rocket s watchtower;abomasnow, annihilape, applin, arboliva ex, arcanine, arrokuda, arven s greedent, arven s mabosstiff ex, arven s maschiff, arven s sandwich, arven s skwovet, arven s toedscool, arven s toedscruel, barraskewda;abomasnow lunge out frozen wood, annihilape lose cool impact blow, arboliva ex oil salvo aroma shot, arcanine flare punishing fang, arrokuda reckless charge, barraskewda sharp fin dive, blaziken heat blast inferno kick flurry, breloom damage rush mega drain, cetitan ex snow camouflage crushing press, cetoddle gentle slap frost smash, clamperl shell press, combusken combustion double kick, dolliv nutrients tackle, fomantis cut up;zwak/alternatief
Scarlet & Violet;Destined Rivals;DRI;;3;6425;0.0786;11;184;91;119;;;cynthia s power weight, ethan s adventure, levincia, team rocket s archer, team rocket s ariana, team rocket s energy, team rocket s factory, team rocket s giovanni, team rocket s petrel, team rocket s proton, team rocket s transceiver;abomasnow, annihilape, applin, arboliva ex, arcanine, arrokuda, arven s greedent, arven s mabosstiff ex, arven s maschiff, arven s sandwich, arven s skwovet, arven s toedscool, arven s toedscruel, barraskewda;air balloon, archaludon metal bridge iron blaster, arven s mabosstiff ex vigorous tackle boss headbutt, basic darkness energy, basic fighting energy, basic fire energy, basic grass energy, basic lightning energy, basic metal energy, basic psychic energy, basic water energy, boss s orders ghetsis, brilliant blender, budew itchy pollen;zwak/alternatief
Scarlet & Violet;Destined Rivals;DRI;;4;6380;0.077;15;184;201;250;;;cynthia s power weight, energy recycler, ethan s adventure, jamming tower, levincia, sacred ash, team rocket s archer, team rocket s ariana, team rocket s energy, team rocket s factory, team rocket s giovanni, team rocket s petrel, team rocket s proton, team rocket s transceiver, team rocket s watchtower;abomasnow, annihilape, applin, arboliva ex, arcanine, arrokuda, arven s greedent, arven s mabosstiff ex, arven s maschiff, arven s sandwich, arven s skwovet, arven s toedscool, arven s toedscruel, barraskewda;acerola s mischief, air balloon, anthea and concordia, archaludon ex assemble alloy metal defender, area zero underdepths, beautifly stun spore energy straw, bisharp rapid draw, black belt s training, bouffalant curly wall boundless power, brave bangle, buddy buddy poffin, budew itchy pollen, bug catching set, camerupt burnt roast power stomp;zwak/alternatief
Scarlet & Violet;Destined Rivals;DRI;;5;6413;0.0747;7;184;37;51;;;ethan s adventure, jamming tower, team rocket s archer, team rocket s ariana, team rocket s giovanni, team rocket s petrel, team rocket s proton;abomasnow, annihilape, applin, arboliva ex, arcanine, arrokuda, arven s greedent, arven s mabosstiff ex, arven s maschiff, arven s sandwich, arven s skwovet, arven s toedscool, arven s toedscruel, barraskewda;arboliva ex oil salvo aroma shot, arven s greedent greedy order rolling tackle, arven s mabosstiff ex vigorous tackle boss headbutt, blaziken heat blast inferno kick flurry, cetitan ex snow camouflage crushing press, clamperl shell press, cynthia s garchomp ex corkscrew dive draconic buster, cynthia s roserade cheer on to glory leaf step, electivire ex dual bolt high voltage press, ethan s ho oh ex golden flame shining feathers, ethan s typhlosion buddy blast steam artillery, kangaskhan gentle slap dizzy punch, misty s lapras swim together surf, misty s psyduck flustered leap sprinkle water;zwak/alternatief
